Counter_Location_Description,Latitude,Longitude,Log_Timstamp,Total_Pedestrian_Count,Total_Cyclist_Count
106 Street N of 76 Avenue SB,53.51306,-113.50389,14-Mar-21,0,72
Buena Vista Bridge,53.52139,-113.54829,10-Jun-21,211,168
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,4-Dec-19,89,177
106 Street N of 76 Avenue SB,53.51306,-113.50389,25-Sep-20,0,293
121 Street SUP N of 107 Avenue,53.55131,-113.53093,30-Jul-22,1068,468
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,7-Oct-20,142,0
Railtown Park SUP,53.5430264,-113.5102586,19-Oct-21,771,314
103A Avenue W of 96 Street,53.5473265,-113.4842106,14-Oct-20,784,98
103 Street N of 100 Avenue,53.53912407,-113.4975386,10-Oct-19,0,127
Hermitage South,53.578605,-113.37223,27-Sep-22,408,0
Gold Bar Trail,53.554767,-113.401458,11-Apr-22,102,24
Sir Wilfrid Laurier Park,53.51167,-113.54897,17-Mar-22,135,0
Emily Murphy,53.532383,-113.531662,20-Oct-21,350,0
Wedgewood,53.472733,-113.641533,25-Aug-22,529,4
106 Street S of 104 Avenue,53.54519216,-113.5030336,5-Feb-19,0,0
103A Avenue W of 96 Street,53.5473265,-113.4842106,27-Jan-20,949,72
102 Avenue E of 105 Street,53.54297512,-113.5003897,28-Jan-19,0,218
High Level Bridge West,53.53277648,-113.5099417,29-Jul-19,1105,1554
Funicular @ 100 St,53.539481,-113.488365,1-Dec-19,293,0
83 Avenue W 106 Street,53.51911,-113.50441,24-Apr-22,0,602
106 Street S of 104 Avenue,53.54519216,-113.5030336,12-Nov-20,0,19
103A Avenue W of 96 Street,53.5473265,-113.4842106,7-Mar-21,298,57
Queen Elizabeth Park,53.52595,-113.50289,31-Jan-23,8,142
105 Avenue W of 101 Street,53.54767204,-113.4945246,20-Dec-21,152,17
83 Avenue W of 99 Street,53.51907,-113.48717,13-Aug-20,0,1208
102 Avenue E of 121 Street,53.54308,-113.52949,14-May-22,0,576
127 Street N of 107 Avenue,53.55149,-113.54119,12-Sep-19,0,296
102 Avenue E of 121 Street,53.54308,-113.52949,9-Mar-22,0,122
103A Avenue W of 96 Street,53.5473265,-113.4842106,27-Apr-20,451,101
106 Street N of 76 Avenue SB,53.51306,-113.50389,8-Jul-20,0,121
102A Avenue W of 96 Street,53.54541049,-113.4834711,8-Apr-21,0,123
99 Street N of 102A Avenue,53.54537031,-113.4893957,8-Jun-19,0,88
76 Avenue W of 106 Street EB,53.51221,-113.50486,7-May-19,0,117
76 Avenue W of 106 Street EB,53.51221,-113.50486,10-May-19,0,142
Whitemud Ravine Boardwalk,53.476847,-113.555595,25-Sep-22,1138,0
102A Avenue W of 96 Street,53.54541049,-113.4834711,15-Oct-19,0,168
High Level Bridge East,53.53249552,-113.5095117,4-Nov-18,129,23
106 Street N of 76 Avenue NB,53.51304,-113.50381,29-Mar-20,0,39
103 Street N of 100 Avenue,53.53912407,-113.4975386,20-Apr-22,0,48
High Level Bridge East,53.53249552,-113.5095117,20-Jun-20,931,537
Whitemud Ravine Boardwalk,53.476847,-113.555595,13-Mar-22,508,0
Railtown Park SUP,53.5430264,-113.5102586,4-Sep-20,1065,629
102A Avenue W of 96 Street,53.54541049,-113.4834711,17-Jun-19,0,393
106 Street S of 104 Avenue,53.54519216,-113.5030336,3-Dec-18,0,17
Funicular @ 100 St,53.539481,-113.488365,7-Oct-21,911,0
106 Street S of 104 Avenue,53.54519216,-113.5030336,7-Apr-22,0,49
76 Avenue W of 106 Street EB,53.51221,-113.50486,19-Jan-22,0,5
103A Avenue W of 96 Street,53.5473265,-113.4842106,29-May-19,1040,215
106 Street N of Jasper Avenue,53.54171422,-113.5030261,19-Oct-21,0,69
106 Street N of 76 Avenue SB,53.51306,-113.50389,17-Jan-21,0,27
121 Street SUP N of 107 Avenue,53.55131,-113.53093,6-Apr-21,445,343
Railtown Park SUP,53.5430264,-113.5102586,3-Oct-20,1102,621
103A Avenue W of 96 Street,53.5473265,-113.4842106,6-Mar-21,264,55
76 Avenue W of 106 Street EB,53.51221,-113.50486,14-Jul-22,0,163
Rossdale SUP,53.52781,-113.49539,5-Jul-21,612,234
106 Street N of 76 Avenue NB,53.51304,-113.50381,14-Dec-21,0,14
LRT SUP East of 92 Street,53.55645536,-113.4749465,20-Dec-22,0,24
102 Avenue E of 105 Street,53.54297512,-113.5003897,3-Dec-22,0,42
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,13-Oct-19,96,0
Funicular @ 100 St,53.539481,-113.488365,22-Nov-21,315,0
Capilano SUP,53.560733,-113.424422,8-Aug-22,186,217
105 Avenue W of 109 Street,53.54829907,-113.5094746,26-Mar-20,0,89
102 Avenue E of 105 Street,53.54297512,-113.5003897,1-Dec-21,0,90
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,25-Apr-22,265,149
106 Street N of 76 Avenue SB,53.51306,-113.50389,25-Sep-21,0,213
105 Avenue W of 109 Street,53.54829907,-113.5094746,15-Apr-19,0,395
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,1-Feb-23,38,15
Railtown Park SUP,53.5430264,-113.5102586,18-Nov-19,1199,367
127 Street N of 107 Avenue,53.55149,-113.54119,9-Feb-21,0,6
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,3-Sep-22,167,0
103 Street N of 100 Avenue,53.53912407,-113.4975386,23-Aug-22,0,196
LRT SUP East of 92 Street,53.55645536,-113.4749465,17-Nov-19,175,129
102 Avenue E of 105 Street,53.54297512,-113.5003897,13-Nov-20,0,0
106 Street N of 76 Avenue NB,53.51304,-113.50381,19-Aug-22,0,284
102A Avenue W of 96 Street,53.54541049,-113.4834711,27-Sep-21,0,167
96 Street S of Jasper Ave,53.54312877,-113.4819533,2-Oct-22,0,36
76 Avenue W of 106 Street WB,53.51234,-113.50485,6-Aug-21,0,79
83 Avenue W 106 Street,53.51911,-113.50441,18-Oct-20,0,142
LRT SUP East of 92 Street,53.55645536,-113.4749465,27-Sep-18,186,296
102A Avenue W of 96 Street,53.54541049,-113.4834711,30-Jun-21,0,188
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,3-Dec-18,196,39
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,21-Feb-20,272,76
121 Street SUP N of 107 Avenue,53.55131,-113.53093,12-Sep-19,373,658
Capilano Bridge,53.561355,-113.420088,29-Jan-23,91,0
Queen Elizabeth Park,53.52595,-113.50289,21-Jan-23,7,199
Wedgewood,53.472733,-113.641533,30-Jun-22,523,61
Sir Wilfrid Laurier Park,53.51167,-113.54897,8-Feb-23,98,0
99 Street N of 102A Avenue,53.54537031,-113.4893957,12-Mar-19,0,41
102A Avenue W of 96 Street,53.54541049,-113.4834711,19-May-22,0,105
Queen Elizabeth Park 2,53.52457,-113.49748,23-Jul-22,803,0
76 Avenue W of 106 Street EB,53.51221,-113.50486,8-Jan-23,0,15
105 Avenue W of 101 Street,53.54767204,-113.4945246,6-May-22,371,47
106 Street N of 76 Avenue SB,53.51306,-113.50389,16-Jan-21,0,34
83 Avenue W 106 Street,53.51911,-113.50441,18-Jun-21,0,994
105 Avenue W of 101 Street,53.54767204,-113.4945246,3-Dec-21,167,8
102A Avenue W of 96 Street,53.54541049,-113.4834711,19-Jul-22,0,281
Emily Murphy,53.532383,-113.531662,16-Apr-22,130,0
121 Street SUP N of 107 Avenue,53.55131,-113.53093,16-Dec-22,194,65
103A Avenue W of 96 Street,53.5473265,-113.4842106,22-Jul-22,939,189
Funicular @ 100 St,53.539481,-113.488365,14-Aug-21,655,0
83 Avenue W 106 Street,53.51911,-113.50441,20-Sep-19,0,899
103 Street N of 100 Avenue,53.53912407,-113.4975386,19-Sep-19,0,272
83 Avenue W of 99 Street,53.51907,-113.48717,30-May-19,0,815
East Trails,53.604,-113.31977,1-May-21,205,116
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,20-Oct-21,208,108
100 Avenue E of 107 Street,53.53885088,-113.5035117,8-Mar-22,0,65
Funicular @ 100 St,53.539481,-113.488365,17-Nov-21,516,0
103 Street N of 102 Avenue,53.54360589,-113.4974978,7-Nov-21,0,0
121 Street SUP N of 107 Avenue,53.55131,-113.53093,16-Feb-22,111,45
96 Street S of Jasper Ave,53.54312877,-113.4819533,5-Nov-21,0,11
Gold Bar Trail,53.554767,-113.401458,12-Jul-22,344,442
76 Avenue W of 106 Street WB,53.51234,-113.50485,15-Nov-19,0,32
Whitemud Ravine Boardwalk,53.476847,-113.555595,14-Dec-21,56,0
102 Avenue E of 105 Street,53.54297512,-113.5003897,22-Jul-22,0,715
106 Street S of 104 Avenue,53.54519216,-113.5030336,19-Dec-18,0,26
106 Street N of Jasper Avenue,53.54171422,-113.5030261,25-Nov-18,0,7
105 Avenue W of 101 Street,53.54767204,-113.4945246,7-Jun-20,27,6
76 Avenue W of 106 Street WB,53.51234,-113.50485,12-Aug-21,0,130
105 Avenue W of 101 Street,53.54767204,-113.4945246,8-Aug-20,146,67
106 Street S of 104 Avenue,53.54519216,-113.5030336,23-Dec-19,0,25
Emily Murphy,53.532383,-113.531662,28-Nov-22,34,0
127 Street N of 107 Avenue,53.55149,-113.54119,22-Dec-19,0,11
Wedgewood,53.472733,-113.641533,10-May-22,157,19
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,28-Nov-21,220,30
103 Street N of 102 Avenue,53.54360589,-113.4974978,26-Dec-21,0,5
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,5-Aug-21,189,530
103 Street N of 102 Avenue,53.54360589,-113.4974978,9-Aug-22,0,176
High Level Bridge East,53.53249552,-113.5095117,31-Dec-22,120,12
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,18-Dec-18,96,132
Wedgewood,53.472733,-113.641533,5-Nov-21,167,13
106 Street N of Jasper Avenue,53.54171422,-113.5030261,2-Jun-21,0,199
106 Street S of 104 Avenue,53.54519216,-113.5030336,7-Jan-20,0,47
103 Street N of 102 Avenue,53.54360589,-113.4974978,9-Jan-23,0,27
Capilano SUP,53.560733,-113.424422,9-Dec-22,147,12
102 Avenue E of 105 Street,53.54297512,-113.5003897,11-Sep-19,0,570
High Level Bridge West,53.53277648,-113.5099417,28-Oct-21,622,660
76 Avenue W of 106 Street EB,53.51221,-113.50486,13-Aug-21,0,120
106 Street N of 76 Avenue SB,53.51306,-113.50389,8-Mar-20,0,12
102 Avenue E of 105 Street,53.54297512,-113.5003897,23-Sep-21,0,153
121 Street SUP N of 107 Avenue,53.55131,-113.53093,14-Oct-22,325,324
76 Avenue W of 106 Street WB,53.51234,-113.50485,17-Dec-22,0,7
105 Avenue W of 109 Street,53.54829907,-113.5094746,17-Apr-21,0,416
121 Street SUP N of 107 Avenue,53.55131,-113.53093,21-Jun-19,275,370
96 Street S of Jasper Ave,53.54312877,-113.4819533,21-Sep-21,0,16
106 Street N of 76 Avenue SB,53.51306,-113.50389,23-Feb-21,0,58
121 Street SUP N of 107 Avenue,53.55131,-113.53093,27-Mar-22,311,43
127 Street N of 107 Avenue,53.55149,-113.54119,30-Jun-19,0,311
East Trails,53.604,-113.31977,8-Feb-23,1,21
Capilano Bridge,53.561355,-113.420088,7-Dec-21,137,0
102 Avenue E of 121 Street,53.54308,-113.52949,27-Oct-20,0,327
121 Street SUP N of 107 Avenue,53.55131,-113.53093,6-Nov-19,944,117
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,24-Dec-20,167,54
LRT SUP East of 92 Street,53.55645536,-113.4749465,24-Dec-22,0,4
106 Street N of 76 Avenue SB,53.51306,-113.50389,15-May-22,0,275
106 Street N of 76 Avenue SB,53.51306,-113.50389,10-Mar-23,0,26
East Trails,53.604,-113.31977,25-Feb-23,5,24
High Level Bridge West,53.53277648,-113.5099417,29-Apr-21,1155,757
103 Street N of 102 Avenue,53.54360589,-113.4974978,24-Jun-21,0,246
103A Avenue W of 96 Street,53.5473265,-113.4842106,19-Dec-21,260,18
99 Street N of 102A Avenue,53.54537031,-113.4893957,20-Oct-18,0,66
103 Street N of 100 Avenue,53.53912407,-113.4975386,18-Aug-21,0,181
103A Avenue W of 96 Street,53.5473265,-113.4842106,20-Jan-21,494,25
103A Avenue W of 96 Street,53.5473265,-113.4842106,14-Apr-19,528,45
Funicular @ 100 St,53.539481,-113.488365,27-Feb-20,981,0
Whitemud Ravine Boardwalk,53.476847,-113.555595,4-Feb-22,137,0
Railtown Park SUP,53.5430264,-113.5102586,5-Aug-18,708,487
Capilano SUP,53.560733,-113.424422,21-Oct-21,168,100
96 Street S of Jasper Ave,53.54312877,-113.4819533,22-Dec-22,0,1
106 Street N of Jasper Avenue,53.54171422,-113.5030261,3-Mar-22,0,25
Gold Bar Trail,53.554767,-113.401458,23-Sep-21,395,240
LRT SUP East of 92 Street,53.55645536,-113.4749465,25-Jan-21,30,32
High Level Bridge West,53.53277648,-113.5099417,5-Aug-18,1142,1193
103 Street N of 102 Avenue,53.54360589,-113.4974978,8-Feb-22,0,103
Railtown Park SUP,53.5430264,-113.5102586,28-Sep-18,1091,531
106 Street N of 76 Avenue NB,53.51304,-113.50381,17-Apr-20,0,72
Whitemud Ravine Boardwalk,53.476847,-113.555595,14-Nov-20,445,0
83 Avenue W of 99 Street,53.51907,-113.48717,22-Aug-19,0,1326
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,9-Oct-21,218,309
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,17-Aug-22,148,0
Funicular @ 100 St,53.539481,-113.488365,23-Jul-21,1340,0
105 Avenue W of 101 Street,53.54767204,-113.4945246,25-Jun-21,141,68
High Level Bridge West,53.53277648,-113.5099417,25-Jul-22,11887,990
103 Street N of 102 Avenue,53.54360589,-113.4974978,17-Feb-20,0,9
Rossdale SUP,53.52781,-113.49539,23-Nov-20,166,29
127 Street N of 107 Avenue,53.55149,-113.54119,31-Dec-21,0,5
100 Avenue E of 107 Street,53.53885088,-113.5035117,1-Nov-18,0,322
83 Avenue W of 99 Street,53.51907,-113.48717,19-Jan-22,0,59
Funicular @ 100 St,53.539481,-113.488365,8-Nov-20,139,0
Buena Vista Bridge,53.52139,-113.54829,14-Sep-22,0,478
Railtown Park SUP,53.5430264,-113.5102586,8-Nov-19,1062,138
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,31-Mar-21,399,250
Sir Wilfrid Laurier Park,53.51167,-113.54897,7-Aug-21,342,0
103A Avenue W of 96 Street,53.5473265,-113.4842106,1-Mar-22,647,40
96 Street S of Jasper Ave,53.54312877,-113.4819533,25-May-20,0,34
Queen Elizabeth Park,53.52595,-113.50289,22-Nov-21,21,154
102 Avenue E of 105 Street,53.54297512,-113.5003897,28-Sep-21,0,178
76 Avenue W of 106 Street WB,53.51234,-113.50485,29-Sep-21,0,106
Funicular @ 100 St,53.539481,-113.488365,7-Jan-21,380,0
Wedgewood,53.472733,-113.641533,6-Aug-22,268,67
105 Avenue W of 101 Street,53.54767204,-113.4945246,5-Jun-20,139,100
127 Street N of 107 Avenue,53.55149,-113.54119,13-Mar-21,0,159
Railtown Park SUP,53.5430264,-113.5102586,24-Oct-21,635,216
High Level Bridge East,53.53249552,-113.5095117,7-May-19,415,303
106 Street S of 104 Avenue,53.54519216,-113.5030336,14-Sep-22,0,140
103A Avenue W of 96 Street,53.5473265,-113.4842106,14-Dec-19,486,19
106 Street S of 104 Avenue,53.54519216,-113.5030336,1-Feb-21,0,12
Capilano Bridge,53.561355,-113.420088,12-Mar-23,293,0
103 Street N of 102 Avenue,53.54360589,-113.4974978,24-Apr-22,0,89
105 Avenue W of 101 Street,53.54767204,-113.4945246,1-Aug-19,279,222
102 Avenue E of 105 Street,53.54297512,-113.5003897,15-Jul-19,0,835
105 Avenue W of 101 Street,53.54767204,-113.4945246,11-Mar-22,105,11
Buena Vista Bridge,53.52139,-113.54829,6-Jan-23,370,25
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,8-Jan-21,195,77
Capilano SUP,53.560733,-113.424422,12-Oct-22,151,58
106 Street N of 76 Avenue SB,53.51306,-113.50389,23-Jan-21,0,18
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,7-Aug-18,314,650
Rossdale SUP,53.52781,-113.49539,6-Feb-23,189,8
99 Street N of 102A Avenue,53.54537031,-113.4893957,30-Jan-21,0,7
105 Avenue W of 109 Street,53.54829907,-113.5094746,17-May-21,0,292
103 Street N of 100 Avenue,53.53912407,-113.4975386,8-Oct-22,0,72
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,26-Mar-21,320,52
East Trails,53.604,-113.31977,19-Aug-22,104,54
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,13-Jun-21,439,816
76 Avenue W of 106 Street EB,53.51221,-113.50486,23-Mar-20,0,14
96 Street S of Jasper Ave,53.54312877,-113.4819533,17-Jan-19,0,0
83 Avenue W of 99 Street,53.51907,-113.48717,18-Jan-20,0,47
76 Avenue W of 106 Street WB,53.51234,-113.50485,3-Feb-22,0,7
103 Street N of 100 Avenue,53.53912407,-113.4975386,19-Dec-18,0,57
103 Street N of 100 Avenue,53.53912407,-113.4975386,23-Jan-20,0,38
83 Avenue W of 99 Street,53.51907,-113.48717,12-Sep-22,0,1085
103A Avenue W of 96 Street,53.5473265,-113.4842106,5-Jul-19,1140,161
105 Avenue W of 109 Street,53.54829907,-113.5094746,13-Jan-19,0,39
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,2-Nov-22,169,92
127 Street N of 107 Avenue,53.55149,-113.54119,28-Jun-22,0,266
Whitemud Ravine Boardwalk,53.476847,-113.555595,26-Feb-21,275,0
Funicular @ 100 St,53.539481,-113.488365,22-Jul-22,1589,0
100 Avenue E of 107 Street,53.53885088,-113.5035117,25-Apr-20,0,338
102 Avenue E of 105 Street,53.54297512,-113.5003897,31-Jan-21,0,0
High Level Bridge West,53.53277648,-113.5099417,10-Apr-22,354,152
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,16-Aug-19,98,357
106 Street N of 76 Avenue NB,53.51304,-113.50381,28-Aug-20,0,285
102A Avenue W of 96 Street,53.54541049,-113.4834711,23-Feb-22,0,22
83 Avenue W of 99 Street,53.51907,-113.48717,5-Nov-19,0,278
103 Street N of 102 Avenue,53.54360589,-113.4974978,8-May-22,0,73
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,28-Nov-22,52,104
102 Avenue E of 105 Street,53.54297512,-113.5003897,15-Oct-18,0,425
Railtown Park SUP,53.5430264,-113.5102586,31-Dec-19,704,106
96 Street S of Jasper Ave,53.54312877,-113.4819533,2-Jan-21,0,4
76 Avenue W of 106 Street WB,53.51234,-113.50485,13-Mar-20,0,18
Capilano Bridge,53.561355,-113.420088,4-Feb-22,123,0
99 Street N of 102A Avenue,53.54537031,-113.4893957,16-Mar-22,0,4
102A Avenue W of 96 Street,53.54541049,-113.4834711,30-Nov-21,0,54
Buena Vista Bridge,53.52139,-113.54829,26-Jun-22,389,979
76 Avenue W of 106 Street WB,53.51234,-113.50485,5-Nov-20,0,65
100 Avenue E of 107 Street,53.53885088,-113.5035117,9-Mar-20,0,140
121 Street SUP N of 107 Avenue,53.55131,-113.53093,16-Nov-22,152,82
106 Street S of 104 Avenue,53.54519216,-113.5030336,13-Feb-20,0,33
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,3-Feb-20,72,151
High Level Bridge West,53.53277648,-113.5099417,22-Aug-18,874,1643
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,5-Mar-23,149,26
76 Avenue W of 106 Street EB,53.51221,-113.50486,28-Jul-21,0,133
76 Avenue W of 106 Street EB,53.51221,-113.50486,24-Jan-23,0,26
121 Street SUP N of 107 Avenue,53.55131,-113.53093,10-May-21,529,451
106 Street N of 76 Avenue NB,53.51304,-113.50381,28-Aug-19,0,262
106 Street N of 76 Avenue SB,53.51306,-113.50389,23-Nov-19,0,57
99 Street N of 102A Avenue,53.54537031,-113.4893957,5-Nov-20,0,69
106 Street N of Jasper Avenue,53.54171422,-113.5030261,12-Feb-19,0,36
103A Avenue W of 96 Street,53.5473265,-113.4842106,31-Aug-20,679,98
127 Street N of 107 Avenue,53.55149,-113.54119,15-Oct-22,0,104
102A Avenue W of 96 Street,53.54541049,-113.4834711,3-Nov-18,0,39
Whitemud Ravine Boardwalk,53.476847,-113.555595,5-Jan-22,31,0
83 Avenue W 106 Street,53.51911,-113.50441,25-Aug-20,0,893
105 Avenue W of 101 Street,53.54767204,-113.4945246,12-Dec-19,249,40
96 Street S of Jasper Ave,53.54312877,-113.4819533,1-Aug-21,0,28
105 Avenue W of 101 Street,53.54767204,-113.4945246,10-Dec-20,90,20
Buena Vista Bridge,53.52139,-113.54829,24-Nov-21,256,29
Railtown Park SUP,53.5430264,-113.5102586,27-Sep-21,1009,532
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,23-Oct-22,244,155
Whitemud Ravine Boardwalk,53.476847,-113.555595,6-Oct-22,451,0
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,18-Jan-23,230,87
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,24-Oct-20,236,35
Capilano Bridge,53.561355,-113.420088,12-Jan-23,104,0
Funicular @ 100 St,53.539481,-113.488365,12-Mar-20,415,0
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,14-Sep-20,117,0
127 Street N of 107 Avenue,53.55149,-113.54119,24-Aug-21,0,240
Emily Murphy,53.532383,-113.531662,19-Oct-22,423,0
99 Street N of 102A Avenue,53.54537031,-113.4893957,2-Jul-19,0,165
102 Avenue E of 105 Street,53.54297512,-113.5003897,29-Sep-22,0,573
High Level Bridge West,53.53277648,-113.5099417,16-Jun-19,1279,1375
99 Street N of 102A Avenue,53.54537031,-113.4893957,31-Jul-21,0,9
106 Street N of Jasper Avenue,53.54171422,-113.5030261,5-Nov-21,0,70
Funicular @ 100 St,53.539481,-113.488365,26-Jul-19,2042,0
Railtown Park SUP,53.5430264,-113.5102586,23-Nov-20,532,135
High Level Bridge West,53.53277648,-113.5099417,11-Apr-22,291,328
76 Avenue W of 106 Street EB,53.51221,-113.50486,5-Aug-19,0,137
Gold Bar Trail,53.554767,-113.401458,28-May-22,1380,548
102 Avenue E of 105 Street,53.54297512,-113.5003897,2-Jun-22,0,517
Emily Murphy,53.532383,-113.531662,19-May-22,67,0
76 Avenue W of 106 Street WB,53.51234,-113.50485,24-Apr-20,0,111
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,31-Dec-20,140,43
Capilano Bridge,53.561355,-113.420088,10-Sep-22,640,0
76 Avenue W of 106 Street WB,53.51234,-113.50485,2-Jun-20,0,227
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,17-Mar-23,281,70
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,26-Jul-20,364,775
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,13-May-21,653,424
Sir Wilfrid Laurier Park,53.51167,-113.54897,18-May-21,78,0
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,29-Oct-20,264,60
103A Avenue W of 96 Street,53.5473265,-113.4842106,8-Aug-20,391,101
76 Avenue W of 106 Street WB,53.51234,-113.50485,28-Apr-20,0,149
106 Street N of Jasper Avenue,53.54171422,-113.5030261,22-Mar-22,0,47
99 Street N of 102A Avenue,53.54537031,-113.4893957,26-Feb-21,0,26
105 Avenue W of 109 Street,53.54829907,-113.5094746,24-Feb-19,0,20
Hermitage South,53.578605,-113.37223,9-Mar-23,41,0
76 Avenue W of 106 Street WB,53.51234,-113.50485,27-Aug-21,0,121
Emily Murphy,53.532383,-113.531662,22-Oct-21,278,0
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,25-Sep-20,261,0
106 Street N of Jasper Avenue,53.54171422,-113.5030261,28-Jul-20,0,190
103A Avenue W of 96 Street,53.5473265,-113.4842106,13-Jun-22,699,114
Emily Murphy,53.532383,-113.531662,1-Jan-22,128,0
LRT SUP East of 92 Street,53.55645536,-113.4749465,4-Aug-20,2819,189
High Level Bridge East,53.53249552,-113.5095117,17-Dec-18,209,79
105 Avenue W of 101 Street,53.54767204,-113.4945246,28-Jan-19,259,42
102 Avenue E of 105 Street,53.54297512,-113.5003897,14-Feb-22,0,83
